Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std,FitSeconds_total,FitSeconds_mean,PredictSeconds_total
P3_mba_presence,MBA Presence,1D-CNN,raw,0.6530068665820868,0.0233119332728333,0.7017303745312573,0.0183431544453594,0.6947882136279926,0.0301049853251011,60.00817497819662,12.001634995639323,0.1822621673345565
P3_mba_presence,MBA Presence,1D-ResNet,raw,0.59181461930783,0.1600841590822154,0.626593139566319,0.147674357321323,0.7824739103744628,0.0299208806475529,46.47650181502104,9.295300363004207,0.2270354852080345
P3_mba_presence,MBA Presence,KAN-CNN,raw,0.6385989279193507,0.034008385653506,0.671029933808749,0.0493162485799564,0.6970288520564764,0.027275528197432,46.32319436222315,9.26463887244463,0.2523304373025894
P3_mba_presence,MBA Presence,Spectrum-KAN,raw,0.6189140975066252,0.0288651746912763,0.6435113398455785,0.0225417779324268,0.6803130755064457,0.0403479132242709,31.826548039913177,6.365309607982636,0.1747215837240219
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,raw,0.8777269502794528,0.018816079736558952,0.8720251550693637,0.01932923939156601,0.8721909864944216,0.021031701730914718,95.53703387081623,19.107406774163245,0.2535298019647598
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,0.5175689124669527,0.06852060988341148,0.5685862195018389,0.04009744239114874,0.5756249999999999,0.04158153593744651,21.418903931975365,4.283780786395073,0.11671189963817596
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,0.7790018848576762,0.043500741131364117,0.7781720358139694,0.041185495776004985,0.7781778859151122,0.04272104962241415,39.741561748087406,7.948312349617481,0.046614304184913635
P1_thiram_presence,Thiram Presence,RamanNet-Lite,raw,0.783344501451275,0.04351101734690651,0.7764692611777535,0.06584197422444839,0.8379742173112339,0.01839110218576479,44.38343956321478,8.876687912642955,0.017935216426849365
P2_mg_presence,MG Presence,RamanNet-Lite,raw,0.8298364865020268,0.027984836298819486,0.8036593137254903,0.03067627959241162,0.8757028852056477,0.01817052204087837,61.366220600903034,12.273244120180607,0.04223668575286865
P3_mba_presence,MBA Presence,RamanNet-Lite,raw,0.7633076680205937,0.041213768481212935,0.7369863005086227,0.03424036820536354,0.8446654389195827,0.03343149054035985,35.01403692364693,7.002807384729385,0.2508903667330742
