file_path,file_name,folder_name,source_type,matrix_type,sample_role,is_design_sample,is_blank,is_background,c_thiram,c_mg,c_mba,has_thiram,has_mg,has_mba,mixture_order,family,sample_id,group_id,c_thiram_molar,c_mg_molar,c_mba_molar,fold_id
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m4\SP_70.csv,SP_70.csv,K4m4,pure,pure,design,True,False,False,0,4,4,False,True,True,2,binary_MG_MBA,S0029,pure:K4m4,0.0,0.0001,0.0001,2
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m4\SP_71.csv,SP_71.csv,K4m4,pure,pure,design,True,False,False,0,4,4,False,True,True,2,binary_MG_MBA,S0030,pure:K4m4,0.0,0.0001,0.0001,2
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m4\SP_72.csv,SP_72.csv,K4m4,pure,pure,design,True,False,False,0,4,4,False,True,True,2,binary_MG_MBA,S0031,pure:K4m4,0.0,0.0001,0.0001,2
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m4\SP_73.csv,SP_73.csv,K4m4,pure,pure,design,True,False,False,0,4,4,False,True,True,2,binary_MG_MBA,S0032,pure:K4m4,0.0,0.0001,0.0001,2
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m4\SP_74.csv,SP_74.csv,K4m4,pure,pure,design,True,False,False,0,4,4,False,True,True,2,binary_MG_MBA,S0033,pure:K4m4,0.0,0.0001,0.0001,2
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m4\SP_75.csv,SP_75.csv,K4m4,pure,pure,design,True,False,False,0,4,4,False,True,True,2,binary_MG_MBA,S0034,pure:K4m4,0.0,0.0001,0.0001,2
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m4\SP_76.csv,SP_76.csv,K4m4,pure,pure,design,True,False,False,0,4,4,False,True,True,2,binary_MG_MBA,S0035,pure:K4m4,0.0,0.0001,0.0001,2
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_77.csv,SP_77.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0036,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_78.csv,SP_78.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0037,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_79.csv,SP_79.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0038,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_80.csv,SP_80.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0039,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_81.csv,SP_81.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0040,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_82.csv,SP_82.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0041,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_83.csv,SP_83.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0042,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_84.csv,SP_84.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0043,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_85.csv,SP_85.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0044,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_86.csv,SP_86.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0045,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_87.csv,SP_87.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0046,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m5\SP_88.csv,SP_88.csv,K4m5,pure,pure,design,True,False,False,0,4,5,False,True,True,2,binary_MG_MBA,S0047,pure:K4m5,0.0,0.0001,1e-05,4
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_100.csv,SP_100.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0048,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_101.csv,SP_101.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0049,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_102.csv,SP_102.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0050,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_89.csv,SP_89.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0051,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_90.csv,SP_90.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0052,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_91.csv,SP_91.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0053,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_92.csv,SP_92.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0054,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_93.csv,SP_93.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0055,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_94.csv,SP_94.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0056,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_95.csv,SP_95.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0057,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_96.csv,SP_96.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0058,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_97.csv,SP_97.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0059,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_98.csv,SP_98.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0060,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K4m6\SP_99.csv,SP_99.csv,K4m6,pure,pure,design,True,False,False,0,4,6,False,True,True,2,binary_MG_MBA,S0061,pure:K4m6,0.0,0.0001,1e-06,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_28.csv,SP_28.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0062,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_29.csv,SP_29.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0063,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_30.csv,SP_30.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0064,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_31.csv,SP_31.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0065,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_32.csv,SP_32.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0066,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_33.csv,SP_33.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0067,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_34.csv,SP_34.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0068,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_35.csv,SP_35.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0069,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_36.csv,SP_36.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0070,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_37.csv,SP_37.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0071,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_38.csv,SP_38.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0072,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_39.csv,SP_39.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0073,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_40.csv,SP_40.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0074,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_41.csv,SP_41.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0075,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_42.csv,SP_42.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0076,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_43.csv,SP_43.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0077,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_47.csv,SP_47.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0078,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_49.csv,SP_49.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0079,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_52.csv,SP_52.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0080,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_53.csv,SP_53.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0081,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_54.csv,SP_54.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0082,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_55.csv,SP_55.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0083,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_56.csv,SP_56.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0084,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_57.csv,SP_57.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0085,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_58.csv,SP_58.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0086,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_59.csv,SP_59.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0087,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5\SP_60.csv,SP_60.csv,K5,pure,pure,design,True,False,False,0,5,0,False,True,False,1,single,S0088,pure:K5,0.0,1e-05,0.0,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_100.csv,SP_100.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0089,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_86.csv,SP_86.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0090,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_87.csv,SP_87.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0091,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_88.csv,SP_88.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0092,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_89.csv,SP_89.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0093,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_91.csv,SP_91.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0094,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_92.csv,SP_92.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0095,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_93.csv,SP_93.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0096,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_94.csv,SP_94.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0097,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_95.csv,SP_95.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0098,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_96.csv,SP_96.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0099,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_97.csv,SP_97.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0100,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_98.csv,SP_98.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0101,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m4\SP_99.csv,SP_99.csv,K5m4,pure,pure,design,True,False,False,0,5,4,False,True,True,2,binary_MG_MBA,S0102,pure:K5m4,0.0,1e-05,0.0001,3
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m5\SP_101.csv,SP_101.csv,K5m5,pure,pure,design,True,False,False,0,5,5,False,True,True,2,binary_MG_MBA,S0103,pure:K5m5,0.0,1e-05,1e-05,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m5\SP_102.csv,SP_102.csv,K5m5,pure,pure,design,True,False,False,0,5,5,False,True,True,2,binary_MG_MBA,S0104,pure:K5m5,0.0,1e-05,1e-05,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m5\SP_103.csv,SP_103.csv,K5m5,pure,pure,design,True,False,False,0,5,5,False,True,True,2,binary_MG_MBA,S0105,pure:K5m5,0.0,1e-05,1e-05,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m5\SP_104.csv,SP_104.csv,K5m5,pure,pure,design,True,False,False,0,5,5,False,True,True,2,binary_MG_MBA,S0106,pure:K5m5,0.0,1e-05,1e-05,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m5\SP_105.csv,SP_105.csv,K5m5,pure,pure,design,True,False,False,0,5,5,False,True,True,2,binary_MG_MBA,S0107,pure:K5m5,0.0,1e-05,1e-05,1
D:\通过拉曼光谱预测物及其浓度\core subject\总混合光谱\纯净物混合光谱\K5m5\SP_106.csv,SP_106.csv,K5m5,pure,pure,design,True,False,False,0,5,5,False,True,True,2,binary_MG_MBA,S0108,pure:K5m5,0.0,1e-05,1e-05,1
